Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),Delivery_distance,Time_to_pick,Month,Time_of_Day_Ordered
28.0,4.8,Cloudy,Medium,1,Buffet,scooter,1.0,0,RANCHI,27,10.56,10.2,Mar,Evening
29.0,4.6,Sunny,Jam,1,Meal,motorcycle,0.0,0,INDO,13,4.54,15.0,Mar,Night
24.0,4.8,Stormy,Jam,2,Snack,scooter,0.0,0,RANCHI,19,14.15,10.2,Mar,Night
24.0,4.9,Sandstorms,Medium,1,Snack,scooter,1.0,0,COIMB,15,17.14,4.8,Mar,Night
22.0,5.0,Cloudy,Jam,1,Drinks,motorcycle,0.0,0,HYD,35,16.9,15.0,Mar,Night
32.0,5.0,Cloudy,Low,2,Snack,motorcycle,0.0,0,SUR,16,3.04,9.6,Mar,Morning
27.0,4.6,Windy,Medium,1,Drinks,scooter,0.0,0,COIMB,26,10.91,15.0,Mar,Evening
23.0,4.7,Sunny,Low,1,Snack,scooter,0.0,0,COIMB,15,3.12,15.0,Mar,Morning
38.0,4.5,Cloudy,Low,2,Buffet,electric_scooter,0.0,0,COIMB,15,4.67,15.0,Mar,Night
34.0,4.4,Stormy,Jam,0,Buffet,motorcycle,1.0,0,INDO,51,13.61,15.0,Mar,Night
26.0,4.0,Cloudy,Jam,1,Drinks,motorcycle,0.0,0,VAD,32,17.3,15.0,Mar,Night
22.0,4.6,Windy,Low,1,Snack,motorcycle,1.0,0,SUR,14,3.04,9.6,Mar,Morning
28.0,4.6,Windy,Medium,1,Drinks,scooter,0.0,0,RANCHI,26,4.53,15.0,Mar,Evening
36.0,4.7,Sunny,Low,2,Drinks,scooter,0.0,0,MUM,24,16.82,4.8,Mar,Night
32.0,4.1,Windy,Jam,0,Drinks,motorcycle,0.0,0,BANG,31,9.32,10.2,Mar,Night
36.0,4.6,Stormy,Medium,0,Drinks,motorcycle,1.0,0,MYS,31,20.44,4.8,Mar,Evening
34.0,4.5,Sandstorms,Low,0,Meal,motorcycle,1.0,0,COIMB,30,3.12,5.4,Apr,Morning
28.0,4.5,Cloudy,Low,0,Meal,motorcycle,1.0,0,MYS,23,3.11,5.4,Mar,Morning
30.0,4.3,Cloudy,Jam,1,Drinks,scooter,1.0,0,VAD,36,19.69,15.0,Mar,Night
29.0,4.7,Sunny,Low,0,Meal,motorcycle,0.0,0,BHP,20,20.44,15.0,Feb,Night
39.0,4.8,Fog,Low,0,Buffet,motorcycle,1.0,0,COIMB,26,4.67,9.6,Mar,Night
23.0,4.8,Sunny,Medium,1,Meal,motorcycle,1.0,0,INDO,13,4.54,9.6,Mar,Night
37.0,4.2,Cloudy,Low,1,Drinks,scooter,0.0,0,VAD,39,10.6,5.4,Apr,Night
21.0,4.9,Windy,Low,1,Buffet,scooter,0.0,0,ALH,17,16.48,15.0,Feb,Night
28.0,4.8,Sunny,Medium,0,Snack,motorcycle,1.0,0,CHEN,24,7.76,10.2,Apr,Night
28.0,4.9,Stormy,Medium,0,Buffet,motorcycle,1.0,0,RANCHI,20,9.05,15.0,Mar,Evening
23.0,4.7,Sunny,Medium,0,Buffet,motorcycle,1.0,0,SUR,19,6.08,9.6,Mar,Evening
27.0,4.7,Sandstorms,Medium,1,Buffet,scooter,1.0,0,VAD,23,9.44,4.8,Mar,Night
39.0,4.9,Fog,Low,1,Buffet,motorcycle,1.0,0,BANG,19,3.11,15.0,Mar,Morning
23.0,4.9,Sunny,Medium,2,Buffet,motorcycle,1.0,0,KNP,16,11.94,9.6,Feb,Evening
24.0,4.6,Sandstorms,Medium,1,Buffet,scooter,1.0,0,MYS,29,4.66,15.0,Mar,Evening
29.0,4.9,Sandstorms,Jam,0,Buffet,motorcycle,1.0,0,COIMB,36,12.46,5.4,Mar,Night
38.0,4.9,Windy,Medium,0,Meal,motorcycle,1.0,0,RANCHI,42,19.62,4.8,Apr,Evening
30.0,4.9,Sunny,Medium,2,Buffet,motorcycle,1.0,0,MYS,23,6.22,4.8,Apr,Evening
20.0,4.5,Windy,Jam,0,Buffet,motorcycle,1.0,0,CHEN,21,4.66,15.0,Mar,Night
35.0,4.8,Cloudy,Low,2,Drinks,motorcycle,1.0,0,SUR,18,3.04,4.8,Mar,Morning
37.0,4.7,Windy,Medium,1,Meal,scooter,1.0,0,CHEN,29,9.31,15.0,Mar,Night
25.0,5.0,Fog,Medium,2,Meal,electric_scooter,1.0,0,RANCHI,18,4.72,15.0,Apr,Night
20.0,4.7,Fog,Jam,2,Buffet,scooter,1.0,0,INDO,27,7.56,15.0,Mar,Night
22.0,4.6,Fog,Jam,1,Meal,motorcycle,1.0,0,ALH,33,16.48,10.2,Feb,Night
23.0,4.9,Windy,Jam,2,Meal,scooter,1.0,0,MUM,19,10.71,15.0,Apr,Night
34.0,4.8,Fog,Medium,1,Drinks,scooter,1.0,0,COIMB,19,9.35,15.0,Mar,Night
24.0,4.8,Cloudy,Medium,1,Meal,scooter,0.0,0,HYD,29,10.76,4.8,Mar,Night
22.0,4.8,Fog,Medium,1,Meal,scooter,0.0,0,AURG,13,6.29,4.8,Feb,Evening
33.0,4.7,Cloudy,High,1,Drinks,scooter,1.0,0,CHEN,38,6.21,9.6,Mar,Evening
20.0,4.9,Stormy,Low,2,Drinks,motorcycle,1.0,0,INDO,17,1.51,9.6,Apr,Morning
38.0,4.9,Sandstorms,Low,2,Snack,motorcycle,1.0,0,BANG,20,1.55,10.2,Mar,Morning
39.0,4.2,Sandstorms,Jam,0,Meal,motorcycle,0.0,0,VAD,38,13.63,15.0,Mar,Night
37.0,4.8,Fog,Low,0,Snack,motorcycle,0.0,0,MUM,22,3.06,9.6,Mar,Morning
27.0,4.5,Cloudy,Low,0,Snack,motorcycle,1.0,0,GOA,21,10.81,15.0,Feb,Night
20.0,4.6,Fog,Jam,0,Drinks,motorcycle,1.0,0,SUR,41,19.76,15.0,Mar,Night
37.0,4.7,Fog,Jam,0,Meal,motorcycle,1.0,1,BANG,43,10.87,10.2,Mar,Night
39.0,4.9,Cloudy,Jam,2,Meal,electric_scooter,0.0,0,BANG,36,12.42,4.8,Mar,Night
30.0,4.7,Cloudy,Jam,0,Drinks,motorcycle,1.0,0,CHEN,40,10.87,15.0,Mar,Night
27.0,4.9,Stormy,Jam,1,Buffet,motorcycle,1.0,0,LUDH,22,19.04,5.4,Feb,Night
32.0,4.2,Cloudy,Jam,1,Meal,motorcycle,1.0,0,PUNE,43,13.79,9.6,Mar,Night
39.0,4.8,Stormy,Low,2,Drinks,scooter,1.0,0,SUR,22,3.04,5.4,Mar,Morning
36.0,4.8,Windy,Medium,1,Snack,scooter,1.0,0,MYS,26,20.21,5.4,Mar,Evening
33.0,4.4,Cloudy,Low,0,Meal,motorcycle,2.0,0,BANG,40,10.87,4.8,Mar,Night
31.0,5.0,Sunny,Jam,2,Snack,scooter,1.0,0,KOC,16,14.04,10.2,Feb,Night
30.0,4.0,Stormy,Jam,1,Drinks,scooter,0.0,0,CHEN,32,7.76,10.2,Mar,Night
20.0,4.7,Fog,High,2,Meal,motorcycle,1.0,0,BANG,21,6.21,15.0,Mar,Evening
28.0,4.6,Cloudy,Jam,0,Meal,motorcycle,2.0,0,BANG,38,10.87,15.0,Apr,Night
26.0,4.7,Cloudy,Medium,2,Meal,motorcycle,1.0,0,BANG,18,9.31,15.0,Mar,Night
33.0,4.4,Stormy,Jam,0,Buffet,motorcycle,1.0,0,BHP,47,9.44,10.2,Feb,Night
24.0,4.9,Windy,Low,2,Snack,scooter,1.0,0,HYD,11,3.07,10.2,Mar,Morning
36.0,4.7,Sunny,Low,2,Snack,scooter,0.0,0,KOC,11,3.12,15.0,Feb,Morning
39.0,5.0,Sandstorms,Medium,1,Drinks,motorcycle,1.0,0,KOL,25,13.62,15.0,Feb,Evening
39.0,4.6,Sunny,Jam,0,Snack,motorcycle,1.0,0,DEH,20,4.41,4.8,Feb,Night
23.0,4.7,Stormy,Jam,1,Snack,motorcycle,1.0,0,RANCHI,26,7.55,4.8,Mar,Night
26.0,4.8,Sunny,Medium,2,Snack,motorcycle,0.0,0,HYD,10,10.76,9.6,Mar,Evening
27.0,4.9,Sandstorms,Low,1,Meal,scooter,0.0,0,RANCHI,18,12.07,15.0,Mar,Night
21.0,5.0,Windy,High,0,Drinks,motorcycle,0.0,0,BHP,24,6.04,10.2,Feb,Evening
36.0,4.0,Fog,High,1,Drinks,motorcycle,2.0,0,SUR,35,6.08,10.2,Mar,Evening
29.0,4.9,Sandstorms,Low,2,Drinks,motorcycle,1.0,0,PUNE,19,10.72,4.8,Mar,Night
33.0,3.5,Windy,Jam,2,Buffet,scooter,0.0,0,MYS,36,13.99,10.2,Mar,Night
39.0,4.6,Sunny,Jam,2,Snack,scooter,0.0,0,LUDH,15,4.4,15.0,Feb,Night
33.0,4.7,Sandstorms,Medium,2,Meal,scooter,1.0,0,PUNE,25,7.66,15.0,Mar,Night
26.0,4.7,Sandstorms,Medium,1,Snack,motorcycle,0.0,0,SUR,21,13.68,4.8,Mar,Night
31.0,5.0,Stormy,Low,0,Drinks,motorcycle,1.0,0,PUNE,29,13.79,15.0,Mar,Night
23.0,4.9,Sandstorms,Low,2,Buffet,scooter,0.0,0,VAD,13,4.54,4.8,Mar,Night
32.0,4.8,Cloudy,Jam,0,Buffet,motorcycle,1.0,1,CHEN,47,20.18,15.0,Mar,Night
28.0,4.6,Windy,Medium,0,Drinks,motorcycle,1.0,0,KNP,23,7.46,5.4,Feb,Evening
23.0,5.0,Sandstorms,Jam,0,Drinks,motorcycle,2.0,0,VAD,39,11.01,10.2,Mar,Night
24.0,4.7,Windy,Medium,0,Drinks,motorcycle,1.0,0,COIMB,29,20.25,10.2,Mar,Evening
33.0,3.8,Sunny,Jam,1,Buffet,motorcycle,1.0,0,JAP,33,16.39,4.8,Mar,Night
34.0,4.5,Sunny,Low,0,Meal,motorcycle,0.0,0,BANG,24,20.18,4.8,Apr,Night
24.0,4.7,Stormy,Jam,1,Meal,scooter,0.0,0,MYS,12,4.66,9.6,Mar,Night
34.0,4.6,Sandstorms,Low,2,Meal,scooter,0.0,0,BHP,27,9.06,15.0,Feb,Night
24.0,4.9,Sunny,Medium,1,Meal,scooter,1.0,0,SUR,14,12.16,5.4,Mar,Evening
25.0,4.7,Sandstorms,Jam,2,Buffet,electric_scooter,0.0,0,SUR,23,9.12,15.0,Mar,Night
32.0,4.7,Cloudy,Medium,2,Drinks,motorcycle,1.0,0,INDO,19,9.07,9.6,Mar,Night
28.0,4.9,Fog,Low,0,Buffet,motorcycle,1.0,0,CHEN,20,13.97,9.6,Apr,Night
34.0,4.6,Sunny,Medium,0,Buffet,motorcycle,1.0,0,HYD,39,19.97,5.4,Mar,Evening
25.0,4.9,Sandstorms,Medium,0,Drinks,motorcycle,1.0,0,MUM,24,6.12,15.0,Mar,Evening
35.0,4.1,Sandstorms,Medium,0,Drinks,motorcycle,1.0,0,GOA,36,7.86,15.0,Feb,Night
29.0,4.9,Windy,Jam,1,Buffet,motorcycle,0.0,0,AURG,27,10.68,9.6,Feb,Night
38.0,4.8,Cloudy,Low,0,Snack,motorcycle,1.0,0,INDO,21,1.51,10.2,Apr,Morning
23.0,4.9,Cloudy,Medium,0,Meal,motorcycle,0.0,0,CHEN,26,4.66,4.8,Apr,Night
37.0,4.7,Stormy,Low,2,Meal,electric_scooter,1.0,0,VAD,17,17.3,10.2,Mar,Night
33.0,4.1,Windy,Jam,0,Buffet,motorcycle,2.0,0,RANCHI,45,10.56,9.6,Mar,Night
30.0,4.9,Stormy,Low,2,Meal,scooter,1.0,0,MUM,21,7.65,9.6,Mar,Night
30.0,4.4,Fog,Jam,2,Snack,scooter,2.0,0,LUDH,40,20.44,5.4,Feb,Night
26.0,4.6,Cloudy,Low,1,Snack,scooter,0.0,0,MYS,16,1.55,10.2,Mar,Morning
37.0,4.9,Stormy,Low,2,Buffet,scooter,1.0,0,RANCHI,27,9.06,15.0,Apr,Night
32.0,4.1,Stormy,Medium,0,Snack,motorcycle,1.0,0,CHEN,39,17.07,9.6,Mar,Evening
21.0,3.7,Sunny,Jam,0,Drinks,motorcycle,1.0,0,RANCHI,42,9.06,9.6,Apr,Night
39.0,4.7,Stormy,Medium,0,Buffet,motorcycle,1.0,0,HYD,43,10.76,10.2,Mar,Night
25.0,4.7,Fog,Jam,2,Meal,scooter,1.0,0,CHEN,38,13.97,9.6,Mar,Night
23.0,4.7,Cloudy,Medium,0,Drinks,motorcycle,1.0,0,CHEN,27,6.21,4.8,Apr,Evening
26.0,4.7,Fog,High,1,Drinks,motorcycle,1.0,0,PUNE,20,3.06,10.2,Mar,Morning
39.0,4.2,Stormy,Low,0,Buffet,motorcycle,1.0,0,KNP,27,8.95,15.0,Feb,Night
33.0,4.9,Sunny,High,0,Buffet,motorcycle,1.0,0,CHEN,29,1.55,5.4,Mar,Morning
32.0,4.7,Sandstorms,High,1,Snack,motorcycle,1.0,0,VAD,30,3.15,15.0,Mar,Morning
30.0,5.0,Stormy,Medium,0,Meal,motorcycle,1.0,0,JAP,37,10.43,10.2,Mar,Evening
35.0,4.8,Sunny,Jam,1,Snack,motorcycle,1.0,0,BANG,20,7.76,5.4,Mar,Night
24.0,4.5,Cloudy,Medium,0,Drinks,motorcycle,1.0,0,AURG,20,7.63,15.0,Feb,Evening
26.0,4.6,Cloudy,Jam,2,Buffet,scooter,1.0,0,JAP,29,4.47,15.0,Mar,Night
28.0,4.8,Stormy,High,0,Drinks,motorcycle,1.0,0,CHEN,16,3.1,5.4,Apr,Morning
24.0,4.9,Windy,Jam,1,Snack,scooter,0.0,0,HYD,29,4.61,4.8,Mar,Night
33.0,4.1,Sandstorms,Jam,0,Drinks,motorcycle,1.0,0,MYS,39,12.44,10.2,Mar,Night
30.0,4.8,Stormy,Jam,2,Drinks,scooter,0.0,0,COIMB,30,9.35,4.8,Mar,Night
35.0,4.1,Cloudy,Medium,2,Drinks,electric_scooter,1.0,0,RANCHI,31,10.56,4.8,Apr,Night
27.0,4.7,Fog,Low,2,Drinks,scooter,1.0,0,PUNE,14,4.6,15.0,Mar,Night
29.0,4.9,Sunny,Low,1,Drinks,motorcycle,1.0,0,CHEN,18,1.55,5.4,Mar,Morning
25.0,4.5,Windy,Medium,2,Drinks,scooter,1.0,0,MUM,24,13.77,15.0,Apr,Night
28.0,4.9,Cloudy,Jam,0,Snack,motorcycle,1.0,0,AURG,39,13.74,10.2,Feb,Night
34.0,5.0,Windy,High,1,Buffet,scooter,1.0,0,HYD,25,6.15,10.2,Apr,Evening
36.0,4.8,Sunny,Medium,0,Meal,motorcycle,1.0,0,KOC,25,6.24,15.0,Feb,Evening
33.0,4.8,Stormy,Jam,2,Buffet,electric_scooter,1.0,0,HYD,27,12.29,10.2,Mar,Night
31.0,4.9,Sunny,Jam,0,Snack,motorcycle,1.0,0,SUR,35,12.16,4.8,Mar,Night
30.0,4.3,Stormy,Jam,2,Drinks,scooter,1.0,0,INDO,32,4.54,10.2,Mar,Night
33.0,4.5,Sandstorms,Jam,2,Buffet,scooter,0.0,0,MYS,39,17.1,15.0,Mar,Night
31.0,4.0,Stormy,Low,0,Meal,motorcycle,1.0,0,RANCHI,32,1.51,9.6,Mar,Morning
27.0,4.4,Windy,Low,0,Meal,motorcycle,1.0,0,PUNE,22,3.06,4.8,Mar,Morning
36.0,4.8,Windy,Jam,1,Buffet,scooter,1.0,0,AURG,25,19.84,5.4,Feb,Night
34.0,4.6,Fog,High,0,Drinks,motorcycle,1.0,0,JAP,25,5.96,15.0,Apr,Evening
29.0,4.6,Windy,Jam,0,Drinks,motorcycle,0.0,0,CHEN,23,4.66,15.0,Mar,Night
26.0,4.9,Fog,Low,1,Buffet,scooter,0.0,0,PUNE,28,19.92,15.0,Apr,Night
27.0,4.6,Cloudy,High,1,Snack,scooter,1.0,0,MUM,20,6.12,4.8,Mar,Evening
38.0,4.7,Fog,Low,1,Drinks,scooter,0.0,0,GOA,15,9.26,9.6,Feb,Night
23.0,4.8,Stormy,Jam,1,Buffet,scooter,1.0,0,JAP,26,16.39,4.8,Mar,Night
38.0,5.0,Cloudy,Jam,2,Meal,motorcycle,3.0,0,BANG,49,13.97,9.6,Mar,Night
23.0,4.6,Sunny,High,2,Snack,motorcycle,0.0,0,BHP,16,3.02,4.8,Feb,Morning
21.0,4.8,Sunny,High,2,Snack,scooter,1.0,0,MUM,13,6.12,10.2,Mar,Evening
24.0,4.9,Sunny,Medium,2,Buffet,scooter,0.0,0,DEH,11,16.15,10.2,Feb,Night
25.0,4.5,Sandstorms,Medium,2,Buffet,scooter,0.0,0,AURG,15,12.21,9.6,Feb,Evening
31.0,4.6,Windy,Medium,0,Meal,motorcycle,0.0,0,RANCHI,37,16.6,15.0,Mar,Night
27.0,4.9,Fog,Jam,2,Meal,motorcycle,0.0,0,JAP,30,7.45,4.8,Mar,Night
22.0,4.1,Fog,Jam,1,Drinks,scooter,0.0,0,SUR,32,10.64,4.8,Mar,Night
21.0,4.9,Windy,Medium,2,Snack,scooter,0.0,0,SUR,25,10.64,15.0,Apr,Evening
38.0,4.9,Windy,Low,0,Snack,motorcycle,1.0,0,BANG,20,20.18,15.0,Mar,Night
20.0,4.5,Sandstorms,Low,2,Meal,scooter,1.0,0,HYD,11,1.54,10.2,Mar,Morning
31.0,4.7,Cloudy,Medium,1,Snack,motorcycle,0.0,0,JAP,18,7.45,9.6,Mar,Evening
32.0,4.8,Sandstorms,Medium,0,Drinks,motorcycle,2.0,0,CHEN,46,13.97,15.0,Apr,Evening
26.0,4.8,Fog,Medium,1,Snack,motorcycle,1.0,0,SUR,10,7.6,15.0,Mar,Night
35.0,5.0,Stormy,Jam,1,Buffet,motorcycle,1.0,0,RANCHI,25,13.58,9.6,Mar,Night
37.0,3.6,Windy,Jam,1,Drinks,motorcycle,0.0,0,KOC,33,20.29,15.0,Feb,Night
26.0,4.7,Fog,Low,0,Snack,motorcycle,1.0,0,HYD,22,9.22,9.6,Mar,Night
38.0,4.6,Windy,Jam,2,Snack,scooter,1.0,0,SUR,30,13.68,9.6,Mar,Night
21.0,4.8,Fog,Jam,0,Meal,motorcycle,0.0,0,RANCHI,20,4.53,15.0,Mar,Night
36.0,4.7,Windy,Medium,1,Meal,scooter,1.0,0,PUNE,27,4.6,10.2,Mar,Night
35.0,4.4,Sandstorms,Jam,2,Drinks,motorcycle,1.0,0,MYS,34,10.88,4.8,Apr,Night
23.0,4.7,Windy,Jam,0,Snack,motorcycle,1.0,0,MUM,22,7.65,9.6,Mar,Night
37.0,4.1,Sandstorms,Jam,1,Buffet,motorcycle,1.0,0,VAD,34,11.01,15.0,Apr,Night
38.0,5.0,Cloudy,High,1,Meal,scooter,1.0,0,AGR,33,6.29,4.8,Feb,Evening
29.0,4.9,Windy,Jam,1,Buffet,motorcycle,1.0,0,KOL,26,7.57,5.4,Feb,Night
29.0,4.8,Fog,Low,0,Snack,motorcycle,0.0,0,BANG,20,10.87,5.4,Mar,Night
37.0,4.9,Sandstorms,Low,1,Meal,motorcycle,0.0,0,VAD,23,3.15,10.2,Mar,Morning
34.0,4.6,Cloudy,Low,0,Snack,motorcycle,1.0,0,MYS,28,3.11,15.0,Mar,Morning
22.0,4.3,Fog,Jam,2,Drinks,electric_scooter,1.0,0,SUR,43,19.76,5.4,Mar,Night
38.0,5.0,Stormy,High,1,Drinks,scooter,1.0,0,MYS,33,1.55,4.8,Mar,Morning
38.0,4.8,Sunny,Low,2,Snack,motorcycle,1.0,0,INDO,13,3.03,4.8,Mar,Morning
32.0,4.8,Stormy,Medium,0,Drinks,motorcycle,0.0,0,CHEN,29,7.76,9.6,Mar,Night
39.0,4.7,Sunny,Jam,2,Buffet,scooter,0.0,0,CHEN,18,13.97,5.4,Mar,Night
31.0,4.7,Stormy,Medium,0,Buffet,motorcycle,1.0,0,RANCHI,39,6.04,4.8,Mar,Evening
22.0,4.9,Sandstorms,Medium,2,Drinks,electric_scooter,1.0,0,PUNE,29,4.6,5.4,Mar,Evening
26.0,4.7,Cloudy,Medium,0,Buffet,motorcycle,1.0,0,MYS,30,10.88,4.8,Mar,Evening
38.0,4.9,Sunny,High,2,Drinks,motorcycle,0.0,0,JAP,20,5.96,15.0,Mar,Evening
33.0,4.9,Sunny,Medium,2,Drinks,motorcycle,0.0,0,ALH,16,12.58,4.8,Feb,Night
26.0,4.7,Sunny,Medium,2,Snack,scooter,1.0,0,KNP,19,20.89,4.8,Feb,Night
20.0,4.7,Sandstorms,Jam,2,Meal,electric_scooter,1.0,0,INDO,18,7.56,9.6,Mar,Night
32.0,4.7,Cloudy,Low,1,Snack,scooter,1.0,0,RANCHI,25,16.6,4.8,Mar,Night
34.0,4.6,Cloudy,Jam,0,Snack,motorcycle,1.0,0,COIMB,28,7.79,4.8,Mar,Night
37.0,4.7,Cloudy,Jam,0,Drinks,motorcycle,1.0,0,RANCHI,46,12.07,15.0,Mar,Night
22.0,4.8,Windy,Low,1,Drinks,motorcycle,0.0,0,KOL,19,3.03,15.0,Feb,Morning
30.0,4.9,Fog,Low,1,Meal,motorcycle,0.0,0,VAD,19,3.15,15.0,Mar,Morning
39.0,4.1,Sandstorms,High,1,Meal,scooter,1.0,0,JAP,34,5.96,15.0,Mar,Evening
39.0,4.2,Fog,Medium,2,Drinks,electric_scooter,1.0,0,HYD,32,10.76,10.2,Apr,Evening
22.0,4.2,Windy,Low,0,Drinks,motorcycle,1.0,0,VAD,19,7.57,15.0,Apr,Night
32.0,4.6,Sandstorms,High,1,Buffet,scooter,0.0,0,MYS,25,6.22,9.6,Mar,Evening
29.0,5.0,Cloudy,Low,0,Drinks,motorcycle,0.0,0,SUR,20,16.72,4.8,Mar,Night
34.0,4.6,Fog,Medium,0,Buffet,motorcycle,0.0,1,BANG,42,13.97,10.2,Mar,Evening
37.0,4.0,Cloudy,Jam,2,Meal,scooter,2.0,0,JAP,36,4.47,5.4,Mar,Night
32.0,4.8,Sandstorms,Medium,1,Drinks,scooter,1.0,0,BHP,23,16.61,15.0,Feb,Evening
21.0,4.8,Stormy,Jam,2,Snack,scooter,1.0,0,AGR,24,8.93,5.4,Feb,Night
35.0,4.9,Stormy,Low,1,Meal,motorcycle,1.0,0,KOL,22,1.51,15.0,Feb,Morning
39.0,4.8,Sandstorms,Low,1,Snack,motorcycle,0.0,0,GOA,21,16.98,4.8,Feb,Night
27.0,4.7,Cloudy,Medium,0,Meal,motorcycle,1.0,0,PUNE,27,9.19,10.2,Mar,Evening
34.0,4.6,Sunny,Medium,0,Drinks,motorcycle,2.0,0,PUNE,35,12.26,15.0,Mar,Evening
31.0,4.7,Sandstorms,Low,2,Buffet,scooter,0.0,0,BANG,19,10.87,15.0,Mar,Night
28.0,4.5,Sunny,Low,0,Buffet,motorcycle,1.0,0,BANG,25,10.87,15.0,Mar,Night
37.0,4.9,Sunny,Low,1,Meal,scooter,0.0,0,DEH,11,2.94,15.0,Feb,Morning
23.0,4.7,Fog,Medium,0,Snack,motorcycle,0.0,0,VAD,35,14.15,10.2,Mar,Evening
36.0,4.8,Sandstorms,Jam,1,Meal,motorcycle,1.0,0,MYS,31,7.77,15.0,Mar,Night
24.0,4.6,Fog,Low,0,Snack,motorcycle,0.0,0,PUNE,23,9.19,9.6,Mar,Night
20.0,4.7,Stormy,High,1,Drinks,scooter,0.0,0,CHEN,19,1.55,9.6,Apr,Morning
36.0,4.3,Sandstorms,Low,0,Meal,motorcycle,1.0,0,HYD,29,3.07,15.0,Mar,Morning
28.0,4.9,Sunny,Jam,2,Drinks,motorcycle,1.0,0,VAD,20,12.58,15.0,Apr,Night
37.0,4.8,Windy,High,1,Buffet,motorcycle,1.0,0,CHEN,30,3.1,4.8,Mar,Morning
22.0,4.8,Cloudy,High,1,Drinks,scooter,1.0,0,JAP,23,1.49,15.0,Apr,Morning
27.0,4.7,Sandstorms,Low,1,Drinks,motorcycle,1.0,0,KNP,18,7.46,15.0,Feb,Night
39.0,4.9,Fog,High,0,Meal,motorcycle,1.0,0,COIMB,26,1.56,15.0,Apr,Morning
27.0,4.7,Sunny,Jam,1,Snack,motorcycle,0.0,0,JAP,14,13.41,15.0,Mar,Night
20.0,4.8,Sunny,Low,0,Meal,motorcycle,1.0,0,HYD,13,4.61,10.2,Mar,Night
27.0,4.9,Sandstorms,Jam,2,Drinks,electric_scooter,1.0,0,ALH,15,4.72,15.0,Feb,Night
21.0,4.7,Cloudy,Jam,1,Drinks,motorcycle,1.0,0,COIMB,29,4.67,9.6,Mar,Night
26.0,4.8,Cloudy,Jam,0,Drinks,motorcycle,0.0,0,MYS,43,12.44,4.8,Mar,Night
34.0,4.8,Sunny,Jam,1,Buffet,motorcycle,0.0,0,SUR,29,10.64,9.6,Mar,Night
36.0,4.7,Windy,Low,0,Meal,motorcycle,1.0,0,SUR,21,12.16,4.8,Mar,Night
32.0,4.3,Sandstorms,High,2,Drinks,scooter,1.0,0,BHP,32,6.04,10.2,Feb,Evening
33.0,4.3,Stormy,Jam,0,Meal,motorcycle,1.0,1,HYD,44,13.83,4.8,Apr,Night
27.0,4.6,Cloudy,Low,0,Buffet,motorcycle,1.0,0,MYS,22,13.99,15.0,Mar,Night
22.0,4.1,Windy,Low,0,Snack,motorcycle,0.0,0,VAD,26,3.15,9.6,Mar,Morning
35.0,5.0,Fog,Jam,2,Buffet,scooter,0.0,0,RANCHI,36,14.15,4.8,Mar,Night
28.0,4.8,Sunny,Jam,2,Drinks,scooter,0.0,0,COIMB,14,17.14,9.6,Mar,Night
32.0,4.6,Stormy,Low,0,Buffet,motorcycle,0.0,0,INDO,26,19.66,5.4,Mar,Night
27.0,4.9,Windy,Medium,0,Buffet,motorcycle,0.0,0,RANCHI,10,6.04,4.8,Mar,Evening
25.0,4.6,Stormy,High,0,Drinks,motorcycle,1.0,0,SUR,27,1.52,9.6,Mar,Morning
24.0,4.6,Fog,Medium,1,Drinks,motorcycle,1.0,0,CHEN,27,13.97,5.4,Mar,Evening
23.0,4.8,Fog,High,2,Snack,scooter,0.0,0,JAP,34,2.98,4.8,Mar,Morning
31.0,4.9,Cloudy,Medium,0,Snack,motorcycle,0.0,0,INDO,39,10.59,9.6,Mar,Evening
26.0,4.6,Cloudy,Low,1,Buffet,scooter,0.0,0,MYS,15,3.11,15.0,Mar,Morning
26.0,4.9,Cloudy,Medium,1,Meal,motorcycle,1.0,0,SUR,39,12.16,4.8,Mar,Night
32.0,4.9,Sunny,High,1,Drinks,motorcycle,1.0,0,VAD,19,6.06,9.6,Mar,Evening
32.0,4.9,Sunny,Low,2,Buffet,electric_scooter,0.0,0,RANCHI,15,7.55,4.8,Mar,Night
36.0,4.8,Stormy,Low,2,Snack,motorcycle,1.0,0,RANCHI,27,3.02,4.8,Mar,Morning
38.0,4.5,Cloudy,Low,2,Drinks,scooter,0.0,0,HYD,28,13.83,5.4,Mar,Night
32.0,5.0,Stormy,Medium,2,Drinks,scooter,1.0,0,PUNE,31,7.66,4.8,Apr,Night
24.0,4.0,Windy,Jam,0,Snack,motorcycle,0.0,0,CHEN,31,17.07,10.2,Mar,Night
26.0,4.1,Cloudy,Medium,2,Drinks,scooter,1.0,0,HYD,37,19.98,15.0,Apr,Evening
38.0,4.3,Windy,Jam,0,Snack,motorcycle,1.0,0,MUM,46,19.89,5.4,Mar,Night
32.0,4.3,Windy,Medium,0,Drinks,motorcycle,0.0,0,CHEN,43,17.07,5.4,Mar,Night
23.0,4.6,Sunny,Low,2,Drinks,electric_scooter,1.0,0,PUNE,27,16.85,10.2,Mar,Night
39.0,4.1,Sandstorms,Jam,1,Buffet,scooter,1.0,0,VAD,33,7.57,4.8,Apr,Night
