,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),Delivery_distance,Time_to_pick,Day,Month,Time_of_Day_Ordered
6315,24.0,4.6,Cloudy,Low,1,Snack,motorcycle,1.0,No,JAP,28,11.92,9.6,4,4,Night
6317,27.0,4.6,Sunny,Jam,2,Drinks,scooter,1.0,No,KOL,14,9.08,9.6,15,2,Night
6320,39.0,4.6,Sandstorms,Jam,1,Snack,motorcycle,0.0,No,PUNE,27,4.6,9.6,4,3,Night
6322,38.0,5.0,Sunny,Low,2,Buffet,scooter,0.0,No,CHEN,16,3.1,9.6,4,3,Morning
6323,35.0,4.6,Sandstorms,Low,1,Buffet,motorcycle,1.0,No,AGR,24,8.93,10.2,15,2,Night
6324,38.0,5.0,Stormy,Medium,1,Buffet,scooter,1.0,No,RANCHI,30,6.04,4.8,3,7,Evening
6325,24.0,4.9,Sunny,Medium,0,Buffet,motorcycle,0.0,No,JAP,26,10.43,4.8,31,3,Evening
6326,33.0,4.7,Fog,Medium,2,Snack,motorcycle,0.0,No,INDO,17,9.07,4.8,3,11,Evening
6327,39.0,4.9,Sandstorms,High,0,Buffet,motorcycle,1.0,No,RANCHI,32,6.29,9.6,15,3,Evening
6328,34.0,4.6,Cloudy,Low,2,Snack,motorcycle,1.0,No,INDO,19,7.56,10.2,3,11,Night
6329,37.0,4.8,Windy,Medium,0,Buffet,motorcycle,1.0,No,KOL,27,7.57,4.8,13,2,Night
6330,31.0,4.9,Fog,Jam,0,Meal,motorcycle,2.0,Yes,COIMB,51,10.91,15.0,3,12,Night
6331,37.0,4.5,Sandstorms,Jam,2,Meal,motorcycle,1.0,No,SUR,31,10.64,4.8,3,2,Night
6332,29.0,4.7,Stormy,Medium,0,Drinks,motorcycle,0.0,No,INDO,13,6.05,4.8,3,1,Evening
6334,36.0,4.5,Stormy,Low,0,Drinks,motorcycle,1.0,No,VAD,21,3.15,10.2,3,5,Morning
6335,20.0,5.0,Sunny,Low,2,Meal,motorcycle,0.0,No,ALH,27,11.98,9.6,16,2,Night
6336,29.0,4.6,Windy,High,1,Buffet,scooter,0.0,No,VAD,28,6.06,9.6,21,3,Evening
6338,24.0,4.7,Stormy,Jam,2,Drinks,electric_scooter,1.0,No,KOL,19,10.59,4.8,2,12,Night
6339,33.0,4.6,Sandstorms,Jam,2,Snack,electric_scooter,1.0,No,KOL,27,16.65,10.2,18,2,Night
6341,37.0,4.0,Cloudy,Medium,2,Meal,scooter,1.0,No,SUR,33,16.72,9.6,31,3,Night
6343,36.0,4.7,Stormy,High,2,Meal,scooter,1.0,No,HYD,34,6.15,15.0,3,7,Evening
6344,24.0,4.1,Fog,Jam,2,Drinks,motorcycle,1.0,No,AGR,44,20.83,4.8,16,2,Night
6345,20.0,4.7,Sandstorms,Low,1,Meal,scooter,0.0,No,RANCHI,12,4.53,15.0,3,5,Night
6347,36.0,4.7,Cloudy,Low,1,Drinks,scooter,1.0,No,AGR,15,8.93,15.0,17,2,Night
6348,35.0,4.7,Sandstorms,Low,1,Snack,motorcycle,1.0,No,VAD,25,7.57,15.0,26,3,Night
6349,39.0,5.0,Fog,Jam,0,Buffet,motorcycle,1.0,No,AGR,45,19.34,4.8,16,2,Night
6350,38.0,4.9,Cloudy,High,1,Buffet,motorcycle,1.0,No,MUM,39,6.12,15.0,4,5,Evening
6351,27.0,4.9,Fog,Medium,2,Buffet,motorcycle,1.0,No,BANG,13,6.21,4.8,17,3,Evening
6352,23.0,4.8,Sandstorms,Medium,1,Buffet,scooter,1.0,No,HYD,29,4.61,15.0,15,3,Night
6353,24.0,4.8,Fog,Jam,0,Snack,motorcycle,1.0,No,AGR,42,19.34,5.4,2,12,Night
6354,24.0,4.0,Sandstorms,Low,0,Meal,motorcycle,1.0,No,INDO,18,1.51,4.8,4,3,Morning
6355,26.0,4.8,Windy,Low,2,Buffet,electric_scooter,1.0,No,DEH,14,3.15,10.2,15,2,Morning
6356,30.0,4.4,Fog,Jam,2,Snack,electric_scooter,1.0,No,CHEN,33,7.76,9.6,3,3,Night
6357,37.0,4.8,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,JAP,21,13.41,5.4,4,2,Night
6358,26.0,5.0,Cloudy,Low,2,Drinks,motorcycle,1.0,No,BANG,19,3.11,15.0,19,3,Morning
6359,37.0,4.7,Stormy,Medium,1,Meal,motorcycle,1.0,No,MYS,25,6.22,15.0,3,1,Evening
6360,22.0,4.6,Cloudy,Medium,2,Buffet,scooter,0.0,No,BANG,25,13.97,10.2,3,2,Evening
6361,37.0,4.4,Fog,Jam,1,Snack,motorcycle,2.0,No,VAD,37,9.09,4.8,26,3,Night
6363,38.0,5.0,Sandstorms,Jam,2,Drinks,electric_scooter,1.0,No,COIMB,26,9.35,5.4,19,3,Night
6364,38.0,4.0,Stormy,Low,0,Buffet,motorcycle,1.0,No,VAD,33,1.57,10.2,3,11,Morning
6365,34.0,4.4,Stormy,High,2,Buffet,scooter,1.0,No,COIMB,32,6.23,5.4,13,3,Evening
6367,38.0,4.7,Sandstorms,Low,1,Drinks,motorcycle,0.0,No,BANG,16,20.18,15.0,18,3,Night
6368,36.0,5.0,Sandstorms,Jam,2,Snack,electric_scooter,1.0,No,MYS,28,4.66,10.2,13,3,Night
6370,29.0,4.9,Sandstorms,Jam,1,Meal,scooter,0.0,No,CHEN,25,13.97,15.0,18,3,Night
6372,26.0,4.7,Stormy,Jam,2,Drinks,motorcycle,1.0,No,RANCHI,20,7.55,9.6,21,3,Night
6374,39.0,3.5,Cloudy,Low,1,Drinks,motorcycle,1.0,No,BANG,38,13.97,15.0,14,3,Night
6375,32.0,4.6,Sandstorms,Low,1,Snack,scooter,1.0,No,HYD,19,10.76,4.8,31,3,Night
6376,36.0,4.7,Cloudy,Jam,2,Snack,motorcycle,3.0,Yes,CHEN,47,13.97,10.2,31,3,Night
6377,25.0,4.6,Cloudy,High,2,Drinks,scooter,1.0,No,JAP,30,2.98,15.0,26,3,Morning
6379,39.0,4.6,Windy,Jam,0,Snack,motorcycle,1.0,No,JAP,35,13.41,5.4,3,10,Night
6380,24.0,4.2,Fog,Medium,1,Meal,motorcycle,1.0,No,MYS,33,10.88,15.0,4,2,Night
6381,36.0,4.8,Sunny,Low,1,Meal,motorcycle,1.0,No,KOC,11,3.12,4.8,2,11,Morning
6382,30.0,4.9,Stormy,Low,2,Snack,scooter,0.0,No,JAP,22,10.43,15.0,3,12,Night
6383,24.0,4.5,Stormy,Jam,2,Snack,scooter,1.0,No,JAP,22,7.45,5.4,4,3,Night
6384,36.0,4.9,Sunny,Jam,1,Buffet,scooter,1.0,No,MYS,20,9.33,10.2,21,3,Night
6386,28.0,4.6,Sandstorms,Low,2,Snack,electric_scooter,1.0,No,RANCHI,15,1.51,15.0,15,3,Morning
6387,38.0,4.0,Fog,Jam,2,Drinks,scooter,1.0,No,SUR,35,9.12,15.0,21,3,Night
6389,20.0,4.7,Fog,Medium,2,Meal,motorcycle,1.0,No,BANG,19,6.21,9.6,3,3,Evening
6390,26.0,4.4,Stormy,High,0,Meal,motorcycle,1.0,No,JAP,33,5.96,4.8,21,3,Evening
6391,25.0,4.6,Sunny,Low,0,Drinks,motorcycle,1.0,No,DEH,10,9.44,10.2,2,11,Night
6392,31.0,4.9,Sandstorms,Low,2,Meal,electric_scooter,0.0,No,HYD,21,1.54,15.0,21,3,Morning
6393,23.0,4.5,Cloudy,Low,2,Meal,motorcycle,1.0,No,DEH,26,20.44,15.0,2,12,Night
6394,35.0,4.6,Sunny,Medium,0,Buffet,motorcycle,1.0,No,VAD,29,6.06,4.8,15,3,Evening
6395,27.0,4.6,Cloudy,Low,1,Snack,motorcycle,0.0,No,MYS,24,17.1,9.6,4,6,Night
6396,31.0,3.7,Sandstorms,Jam,1,Snack,scooter,1.0,No,INDO,44,13.61,5.4,4,2,Night
6398,36.0,4.9,Stormy,Jam,2,Drinks,scooter,1.0,No,VAD,28,10.6,9.6,3,8,Night
6399,26.0,4.6,Sunny,Low,0,Snack,motorcycle,1.0,No,BANG,18,7.76,15.0,30,3,Night
6401,28.0,4.9,Fog,Low,1,Buffet,scooter,0.0,No,MUM,15,3.06,5.4,26,3,Morning
6403,29.0,4.0,Fog,Medium,1,Snack,scooter,0.0,No,KOL,37,16.65,4.8,2,12,Night
6404,28.0,4.7,Windy,Jam,2,Meal,scooter,1.0,No,BANG,27,20.18,9.6,31,3,Night
6405,24.0,4.6,Fog,Medium,2,Buffet,scooter,0.0,No,PUNE,12,9.19,5.4,28,3,Evening
6407,21.0,4.6,Stormy,Medium,1,Meal,motorcycle,0.0,No,RANCHI,20,16.6,4.8,29,3,Evening
6408,24.0,4.9,Cloudy,Jam,1,Drinks,scooter,1.0,No,INDO,21,9.08,15.0,4,5,Night
6409,21.0,4.8,Stormy,Medium,2,Buffet,motorcycle,0.0,No,RANCHI,23,6.29,15.0,3,9,Evening
6410,36.0,4.3,Cloudy,Jam,1,Buffet,motorcycle,1.0,No,VAD,35,17.3,10.2,27,3,Night
6415,21.0,4.7,Windy,Jam,1,Drinks,motorcycle,1.0,No,KOL,22,10.59,4.8,14,2,Night
6416,23.0,4.6,Fog,High,1,Meal,scooter,0.0,No,HYD,26,6.15,9.6,28,3,Evening
6417,37.0,4.3,Fog,Jam,1,Meal,scooter,2.0,No,MUM,47,16.83,10.2,29,3,Night
6418,37.0,4.2,Windy,Low,0,Drinks,motorcycle,0.0,No,COIMB,25,3.12,4.8,21,3,Morning
6419,38.0,4.8,Windy,Jam,0,Buffet,motorcycle,1.0,No,INDO,44,13.61,4.8,20,3,Night
6420,27.0,4.9,Windy,Jam,1,Snack,scooter,0.0,No,MYS,15,7.77,9.6,15,3,Night
6421,20.0,4.5,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,JAP,15,7.45,10.2,4,1,Night
6423,31.0,4.9,Sunny,Low,0,Buffet,motorcycle,0.0,No,INDO,23,1.51,9.6,4,3,Morning
6424,31.0,4.5,Sandstorms,Jam,2,Drinks,scooter,1.0,No,MYS,38,12.44,5.4,3,10,Night
6426,20.0,4.8,Fog,Jam,0,Drinks,motorcycle,1.0,No,RANCHI,29,4.72,4.8,30,3,Night
6427,34.0,4.7,Stormy,Low,2,Buffet,electric_scooter,1.0,No,BANG,28,3.11,15.0,3,1,Morning
6428,20.0,4.9,Windy,Low,2,Meal,electric_scooter,0.0,No,HYD,14,9.22,5.4,3,1,Night
6429,34.0,4.0,Windy,Jam,2,Snack,scooter,1.0,No,SUR,33,9.12,4.8,3,1,Night
6430,34.0,4.8,Stormy,Low,1,Snack,motorcycle,1.0,No,BANG,29,10.87,4.8,4,6,Night
6431,32.0,4.7,Cloudy,Low,2,Drinks,scooter,0.0,No,CHEN,19,7.76,5.4,17,3,Night
6432,27.0,4.5,Sandstorms,Low,1,Buffet,scooter,0.0,No,MYS,17,9.33,4.8,17,3,Night
6433,33.0,4.5,Windy,Low,1,Buffet,motorcycle,1.0,No,INDO,26,10.59,4.8,25,3,Night
6434,27.0,4.8,Windy,Medium,1,Drinks,scooter,1.0,No,CHEN,24,4.66,10.2,3,3,Evening
6435,27.0,4.8,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,BANG,29,7.76,15.0,17,3,Night
6436,33.0,5.0,Fog,Jam,1,Drinks,scooter,0.0,Yes,AGR,45,20.83,10.2,14,2,Night
6437,33.0,4.4,Sandstorms,Jam,0,Meal,motorcycle,1.0,Yes,SUR,43,10.64,15.0,27,3,Night
6438,22.0,4.6,Fog,Low,2,Meal,scooter,0.0,No,SUR,11,7.6,9.6,3,11,Night
6439,37.0,4.7,Sunny,Medium,2,Drinks,motorcycle,0.0,No,VAD,19,7.57,10.2,3,3,Evening
6440,37.0,5.0,Windy,Jam,0,Meal,motorcycle,1.0,No,INDO,42,4.54,15.0,3,5,Night
6442,35.0,4.2,Stormy,Medium,0,Buffet,motorcycle,0.0,Yes,VAD,41,20.44,4.8,16,3,Evening
6443,27.0,4.9,Windy,Jam,1,Snack,scooter,1.0,No,JAP,25,7.45,15.0,3,5,Night
6444,20.0,4.8,Fog,High,0,Meal,motorcycle,1.0,No,AGR,29,5.95,15.0,17,2,Evening
6445,29.0,4.2,Cloudy,Jam,1,Meal,scooter,1.0,No,INDO,35,16.64,10.2,3,10,Night
6446,28.0,4.9,Cloudy,Low,1,Snack,motorcycle,1.0,No,MUM,28,13.76,9.6,4,2,Night
6447,26.0,4.9,Windy,Jam,1,Drinks,motorcycle,1.0,No,ALH,13,7.49,9.6,13,2,Night
6449,34.0,4.6,Sunny,Low,2,Snack,scooter,0.0,No,RANCHI,19,16.6,5.4,4,2,Night
6451,23.0,4.5,Sunny,Low,0,Meal,motorcycle,1.0,No,SUR,14,1.52,4.8,24,3,Morning
6452,38.0,4.8,Fog,Jam,1,Snack,motorcycle,1.0,No,VAD,40,12.58,10.2,18,3,Night
6454,28.0,4.7,Windy,Jam,1,Snack,scooter,1.0,No,COIMB,27,14.02,10.2,3,12,Night
6455,26.0,4.8,Sandstorms,Low,2,Buffet,scooter,0.0,No,ALH,11,3.0,10.2,2,11,Morning
6456,23.0,4.9,Stormy,Low,1,Meal,scooter,0.0,No,AGR,15,4.72,15.0,2,11,Night
6457,23.0,4.7,Windy,Medium,0,Meal,motorcycle,1.0,No,SUR,25,4.56,15.0,15,3,Evening
6458,37.0,4.8,Cloudy,Jam,0,Snack,motorcycle,0.0,No,KOC,46,20.29,10.2,18,2,Night
6460,27.0,4.8,Windy,Medium,0,Buffet,motorcycle,1.0,No,JAP,17,7.45,15.0,4,5,Night
6463,23.0,4.9,Sunny,Jam,2,Snack,scooter,1.0,No,MUM,20,12.23,15.0,3,8,Night
6464,24.0,4.9,Sunny,Low,0,Meal,motorcycle,0.0,No,SUR,25,19.76,15.0,18,3,Night
6467,27.0,4.6,Sunny,Jam,2,Meal,motorcycle,1.0,No,MUM,13,10.71,4.8,3,12,Night
6468,39.0,4.3,Stormy,Medium,1,Buffet,scooter,2.0,No,VAD,34,12.12,4.8,3,6,Night
6470,22.0,4.5,Windy,Jam,0,Meal,motorcycle,1.0,No,INDO,23,4.54,10.2,3,1,Night
6471,26.0,4.6,Cloudy,Jam,1,Snack,motorcycle,0.0,No,PUNE,24,9.19,9.6,3,11,Night
6472,21.0,4.9,Cloudy,Jam,1,Snack,scooter,0.0,No,VAD,21,4.54,5.4,3,3,Night
6474,36.0,4.0,Stormy,Jam,2,Snack,motorcycle,0.0,No,HYD,33,7.68,15.0,17,3,Night
6475,21.0,4.9,Windy,Jam,2,Drinks,scooter,0.0,No,CHEN,10,4.66,4.8,17,3,Night
6477,23.0,4.6,Fog,Low,2,Meal,electric_scooter,1.0,No,MYS,18,3.11,15.0,30,3,Morning
6478,37.0,4.6,Sunny,Medium,0,Snack,motorcycle,1.0,No,MUM,38,16.83,15.0,3,6,Night
6481,26.0,4.8,Windy,Medium,2,Meal,electric_scooter,1.0,No,HYD,23,13.83,4.8,27,3,Night
6483,26.0,4.6,Cloudy,Low,2,Meal,scooter,1.0,No,MUM,18,1.53,9.6,26,3,Morning
6484,22.0,5.0,Sandstorms,Medium,0,Drinks,motorcycle,0.0,No,RANCHI,19,7.86,4.8,19,3,Evening
6485,23.0,4.7,Sunny,High,1,Buffet,scooter,0.0,No,MYS,11,6.22,9.6,3,7,Evening
6487,32.0,4.6,Fog,Jam,0,Buffet,motorcycle,0.0,No,RANCHI,49,13.58,15.0,18,3,Night
6488,36.0,4.5,Stormy,Low,0,Snack,motorcycle,1.0,No,JAP,30,8.94,4.8,3,9,Night
6489,27.0,4.8,Windy,Medium,1,Snack,scooter,1.0,No,VAD,27,12.12,4.8,4,6,Evening
6490,39.0,4.7,Fog,Medium,1,Drinks,motorcycle,1.0,No,INDO,33,12.1,9.6,3,4,Evening
6492,29.0,4.6,Windy,Jam,2,Meal,scooter,1.0,No,HYD,18,13.83,10.2,18,3,Night
6493,33.0,4.4,Sandstorms,High,0,Meal,motorcycle,1.0,No,INDO,48,6.05,9.6,4,1,Evening
6494,24.0,4.9,Fog,Low,0,Snack,motorcycle,1.0,No,AURG,21,9.44,10.2,2,11,Night
6495,36.0,4.6,Fog,Low,1,Meal,motorcycle,1.0,No,RANCHI,17,4.72,5.4,15,3,Night
6497,22.0,4.8,Windy,Low,1,Meal,scooter,0.0,No,RANCHI,12,9.06,4.8,21,3,Night
6498,35.0,4.7,Fog,Medium,1,Drinks,scooter,1.0,No,JAP,15,5.96,15.0,21,3,Evening
6499,22.0,4.6,Sandstorms,Low,2,Buffet,scooter,0.0,No,INDO,14,3.03,9.6,3,11,Morning
6501,25.0,4.6,Sandstorms,Jam,1,Buffet,motorcycle,0.0,No,RANCHI,27,10.56,9.6,4,2,Night
6502,20.0,4.7,Windy,Jam,1,Buffet,motorcycle,0.0,No,PUNE,19,13.79,15.0,16,3,Night
6503,20.0,4.5,Windy,Medium,1,Buffet,scooter,1.0,No,SUR,29,6.08,15.0,13,3,Evening
6504,33.0,4.1,Cloudy,High,1,Drinks,scooter,1.0,No,HYD,31,1.54,4.8,4,3,Morning
6505,29.0,4.9,Cloudy,High,1,Meal,scooter,1.0,No,HYD,28,6.15,15.0,17,3,Evening
6507,23.0,4.6,Cloudy,Jam,1,Drinks,scooter,0.0,No,COIMB,35,14.02,15.0,4,4,Night
6509,30.0,4.1,Fog,Low,0,Meal,motorcycle,2.0,No,COIMB,37,10.91,15.0,3,2,Night
6510,24.0,4.6,Cloudy,High,0,Buffet,motorcycle,0.0,No,GOA,23,3.09,9.6,15,2,Morning
6512,37.0,4.5,Sandstorms,High,1,Meal,scooter,1.0,No,KOL,27,6.05,15.0,13,2,Evening
6513,38.0,4.8,Stormy,Jam,2,Meal,electric_scooter,1.0,No,CHEN,27,10.87,4.8,27,3,Night
6515,27.0,4.9,Windy,Jam,2,Snack,motorcycle,1.0,No,MYS,27,9.33,15.0,26,3,Night
6516,35.0,4.5,Fog,Low,2,Snack,scooter,1.0,No,KOC,38,20.29,15.0,16,2,Night
6517,21.0,4.6,Sunny,Jam,1,Meal,scooter,1.0,No,HYD,21,10.76,15.0,3,10,Night
6518,30.0,4.7,Stormy,Medium,1,Drinks,scooter,1.0,No,COIMB,28,9.35,4.8,4,3,Evening
6519,24.0,5.0,Cloudy,Jam,1,Buffet,scooter,0.0,No,DEH,23,7.86,9.6,2,11,Night
6520,37.0,4.7,Cloudy,Medium,1,Drinks,scooter,1.0,No,BANG,18,6.21,10.2,24,3,Evening
6521,27.0,4.2,Windy,High,0,Snack,motorcycle,1.0,No,MYS,35,3.11,4.8,3,11,Morning
6522,22.0,4.7,Cloudy,Jam,1,Snack,motorcycle,1.0,No,KOL,44,12.11,4.8,14,2,Night
6523,23.0,4.4,Windy,Low,0,Snack,motorcycle,0.0,No,INDO,18,4.54,15.0,26,3,Night
6525,23.0,4.7,Fog,Jam,1,Meal,motorcycle,1.0,No,AGR,43,13.39,5.4,16,2,Night
6526,22.0,4.7,Cloudy,High,0,Buffet,motorcycle,0.0,No,CHEN,21,6.21,10.2,4,1,Evening
6530,37.0,4.5,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,MYS,25,4.66,10.2,21,3,Evening
6531,27.0,4.3,Stormy,Low,0,Drinks,motorcycle,1.0,No,HYD,15,1.54,15.0,17,3,Morning
6532,24.0,4.7,Sunny,Jam,2,Snack,motorcycle,0.0,No,CHEN,19,10.87,9.6,4,6,Night
6533,35.0,4.3,Fog,Low,2,Snack,electric_scooter,1.0,No,VAD,35,17.3,15.0,20,3,Night
6534,37.0,4.7,Windy,Medium,1,Snack,motorcycle,1.0,No,KOC,30,7.8,15.0,13,2,Night
6535,35.0,4.7,Stormy,Low,2,Drinks,electric_scooter,0.0,No,AGR,23,19.34,5.4,18,2,Night
6536,28.0,4.5,Windy,Jam,1,Drinks,scooter,0.0,No,SUR,13,4.56,15.0,3,7,Night
6537,30.0,4.8,Fog,Jam,2,Buffet,scooter,2.0,No,COIMB,42,10.91,15.0,4,6,Night
6539,33.0,4.9,Fog,Jam,1,Drinks,motorcycle,0.0,No,VAD,40,12.12,10.2,25,3,Night
6541,29.0,5.0,Sandstorms,Jam,1,Drinks,motorcycle,0.0,No,CHEN,13,7.76,4.8,26,3,Night
6543,33.0,5.0,Cloudy,Medium,2,Meal,scooter,3.0,No,KNP,43,10.44,15.0,2,12,Evening
6544,31.0,4.4,Sandstorms,Medium,2,Buffet,motorcycle,1.0,No,SUR,33,6.08,10.2,15,3,Evening
6545,31.0,4.9,Sandstorms,Medium,1,Buffet,motorcycle,1.0,No,INDO,27,12.1,15.0,31,3,Night
6546,21.0,4.6,Sunny,Medium,0,Meal,motorcycle,1.0,No,COIMB,17,9.35,15.0,3,11,Night
6548,32.0,4.9,Windy,Low,0,Meal,motorcycle,1.0,No,HYD,25,12.29,4.8,20,3,Night
6549,36.0,4.7,Sunny,Low,1,Meal,motorcycle,1.0,No,HYD,25,12.29,9.6,4,4,Night
6551,34.0,4.6,Sunny,Medium,0,Meal,motorcycle,1.0,No,GOA,35,12.35,10.2,18,2,Evening
6553,21.0,4.8,Windy,Medium,1,Drinks,motorcycle,1.0,No,PUNE,15,12.26,4.8,20,3,Night
6554,32.0,4.8,Windy,High,1,Drinks,motorcycle,1.0,No,BANG,28,6.21,9.6,15,3,Evening
6555,26.0,4.6,Sunny,Low,0,Meal,motorcycle,1.0,No,CHEN,29,17.08,4.8,16,3,Night
6556,21.0,4.5,Sandstorms,Low,2,Snack,electric_scooter,1.0,No,HYD,10,3.07,10.2,30,3,Morning
6559,23.0,4.6,Sandstorms,Low,2,Buffet,motorcycle,0.0,No,HYD,16,1.54,9.6,3,5,Morning
6560,30.0,4.2,Sandstorms,Low,0,Snack,motorcycle,0.0,No,BANG,28,3.11,9.6,3,5,Morning
6561,37.0,4.1,Cloudy,High,1,Meal,motorcycle,1.0,No,ALH,33,3.0,15.0,15,2,Morning
6562,29.0,3.9,Sunny,High,0,Snack,motorcycle,2.0,No,INDO,44,6.05,15.0,19,3,Evening
6563,22.0,4.6,Stormy,High,2,Snack,motorcycle,1.0,No,JAP,17,5.96,15.0,4,5,Evening
6564,21.0,4.8,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,SUR,24,13.68,4.8,29,3,Night
6565,33.0,4.9,Cloudy,Medium,1,Snack,scooter,0.0,No,HYD,18,9.22,15.0,3,11,Night
6566,27.0,4.6,Fog,Jam,2,Drinks,electric_scooter,2.0,No,PUNE,37,19.91,4.8,23,3,Night
6567,37.0,4.2,Windy,Jam,0,Snack,motorcycle,0.0,No,COIMB,45,4.67,15.0,28,3,Night
6568,34.0,4.6,Cloudy,Low,0,Meal,motorcycle,1.0,Yes,INDO,42,19.66,15.0,3,6,Night
6570,30.0,3.8,Sandstorms,Jam,1,Drinks,scooter,0.0,No,MYS,44,20.21,15.0,4,2,Night
6571,32.0,4.9,Windy,Jam,0,Snack,motorcycle,1.0,No,SUR,38,16.72,4.8,29,3,Night
6573,28.0,4.8,Fog,Medium,2,Meal,motorcycle,0.0,No,AURG,11,9.16,5.4,13,2,Night
6574,21.0,4.6,Fog,Low,0,Buffet,motorcycle,1.0,No,INDO,20,12.1,15.0,3,4,Night
6575,39.0,4.3,Windy,Medium,2,Drinks,scooter,0.0,No,KOL,37,13.62,15.0,16,2,Evening
6576,21.0,4.8,Stormy,Jam,0,Snack,motorcycle,1.0,No,CHEN,29,20.18,5.4,27,3,Night
6577,38.0,4.6,Sunny,Medium,1,Snack,motorcycle,1.0,No,SUR,20,10.64,5.4,29,3,Evening
6579,28.0,4.9,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,MYS,35,20.21,4.8,3,12,Night
6580,36.0,4.3,Cloudy,Jam,1,Snack,scooter,1.0,No,PUNE,38,4.6,4.8,3,7,Night
6581,37.0,4.7,Cloudy,Low,2,Drinks,scooter,0.0,No,SUR,16,1.52,9.6,3,5,Morning
6582,23.0,4.7,Sandstorms,High,2,Buffet,motorcycle,1.0,No,PUNE,28,6.13,4.8,19,3,Evening
6583,32.0,5.0,Fog,Jam,0,Buffet,motorcycle,0.0,No,SUR,49,12.16,9.6,14,3,Night
6584,24.0,5.0,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,KOC,17,4.68,15.0,2,11,Evening
6585,35.0,4.7,Sandstorms,High,2,Meal,scooter,0.0,No,JAP,31,5.96,15.0,28,3,Evening
6586,29.0,4.8,Sandstorms,Medium,1,Meal,scooter,1.0,No,INDO,29,6.05,15.0,21,3,Evening
6587,23.0,4.6,Sandstorms,Medium,2,Drinks,scooter,0.0,No,RANCHI,21,6.04,9.6,3,9,Evening
6588,29.0,4.9,Cloudy,Medium,1,Meal,motorcycle,1.0,No,MYS,31,17.1,10.2,3,8,Evening
6589,32.0,3.7,Sandstorms,Jam,1,Meal,scooter,1.0,No,VAD,35,12.12,15.0,3,2,Night
6590,29.0,4.4,Sandstorms,Low,0,Snack,motorcycle,0.0,No,CHEN,15,1.55,4.8,3,1,Morning
6591,30.0,4.7,Cloudy,High,1,Buffet,scooter,1.0,No,AURG,25,6.29,10.2,2,11,Evening
6592,36.0,4.9,Fog,Low,0,Meal,motorcycle,1.0,No,BANG,26,3.11,4.8,3,7,Morning
6593,37.0,5.0,Fog,Low,1,Meal,motorcycle,1.0,No,RANCHI,15,1.51,4.8,3,3,Morning
6594,36.0,4.1,Windy,Medium,0,Snack,motorcycle,1.0,No,JAP,33,4.47,15.0,3,7,Night
6596,31.0,5.0,Stormy,Jam,0,Buffet,motorcycle,2.0,No,HYD,36,10.76,5.4,3,8,Night
6598,29.0,4.5,Cloudy,Medium,0,Buffet,motorcycle,1.0,Yes,GOA,41,17.3,10.2,18,2,Evening
6602,27.0,4.8,Sunny,Jam,2,Buffet,electric_scooter,1.0,No,COIMB,17,17.14,4.8,14,3,Night
6603,25.0,4.6,Sandstorms,Jam,2,Buffet,motorcycle,1.0,No,BHP,19,14.15,15.0,14,2,Night
6605,28.0,5.0,Stormy,Low,1,Buffet,motorcycle,0.0,No,JAP,13,11.92,15.0,3,2,Night
6608,37.0,5.0,Fog,Medium,1,Meal,motorcycle,0.0,No,BHP,17,6.04,15.0,17,2,Evening
6609,20.0,4.7,Windy,Jam,0,Buffet,motorcycle,0.0,No,BANG,18,9.32,15.0,21,3,Night
6610,28.0,4.8,Sandstorms,Jam,0,Snack,motorcycle,0.0,No,CHEN,29,13.97,5.4,20,3,Night
6613,30.0,4.6,Sandstorms,Medium,1,Meal,motorcycle,0.0,No,JAP,29,16.39,5.4,20,3,Evening
6614,31.0,3.8,Sandstorms,Jam,2,Drinks,scooter,1.0,Yes,MUM,42,13.76,9.6,20,3,Night
6616,37.0,4.7,Stormy,Jam,1,Drinks,motorcycle,1.0,No,PUNE,29,7.66,9.6,4,1,Night
6617,33.0,4.3,Sandstorms,Low,0,Snack,motorcycle,1.0,No,CHEN,28,3.1,15.0,3,7,Morning
6618,20.0,4.7,Cloudy,Low,2,Snack,scooter,0.0,No,RANCHI,16,1.51,15.0,26,3,Morning
6619,35.0,4.8,Sunny,Jam,1,Drinks,motorcycle,1.0,No,INDO,19,9.08,4.8,30,3,Night
6620,38.0,4.3,Fog,Jam,2,Snack,electric_scooter,2.0,No,INDO,39,4.54,9.6,30,3,Night
6622,37.0,4.9,Cloudy,Medium,2,Snack,scooter,0.0,No,MYS,15,7.77,4.8,4,1,Night
6623,35.0,4.9,Cloudy,Low,1,Buffet,motorcycle,0.0,No,BANG,30,17.08,10.2,16,3,Night
6626,36.0,4.7,Fog,Low,0,Meal,motorcycle,0.0,No,MUM,22,3.06,5.4,3,11,Morning
